Scientific Name,Common Name,Genus,Family,Family Common Name,Duration,Growth Habit,Fact Sheets,Plant Guides,Characteristics Data,Cultivar Name,Active Growth Period,Bloat,Coppice Potential,Fire Resistance,Flower Color,Flower Conspicuous,Foliage Color,Foliage Porosity Summer,Fruit Color,Fruit Conspicuous,"Height, Mature (feet)",Known Allelopath,Leaf Retention,Lifespan,Nitrogen Fixation,Shape and Orientation,Toxicity,Drought Tolerance,Fertility Requirement,Moisture Use,pH (Minimum),pH (Maximum),Salinity Tolerance,Shade Tolerance,Fruit/Seed Period End,Berry/Nut/Seed Product,Christmas Tree Product,Fodder Product,Fuelwood Product,Lumber Product,Naval Store Product,Post Product,Pulpwood Product,Veneer Product
Salvia,sage,Salvia,Lamiaceae,Mint family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salvia apiana,white sage,Salvia,Lamiaceae,Mint family,Perennial,Subshrub,,../plantguide/pdf/cs_saap2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salvia columbariae,chia,Salvia,Lamiaceae,Mint family,Annual,Forb/herb,,../plantguide/pdf/cs_saco6.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salvia leucophylla,San Luis purple sage,Salvia,Lamiaceae,Mint family,Perennial,"Subshrub, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salvia mellifera,black sage,Salvia,Lamiaceae,Mint family,Perennial,"Subshrub, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salvia palmeri,sage,Salvia,Lamiaceae,Mint family,Perennial,"Subshrub, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salvia spathacea,hummingbird sage,Salvia,Lamiaceae,Mint family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salvinia,watermoss,Salvinia,Salviniaceae,Floating Fern family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salvinia molesta,kariba-weed,Salvinia,Salviniaceae,Floating Fern family,"Annual, Perennial",Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sambucus,elderberry,Sambucus,Caprifoliaceae,Honeysuckle family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sambucus nigra,black elderberry,Sambucus,Caprifoliaceae,Honeysuckle family,Perennial,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sambucus nigra ssp. canadensis,American black elderberry,Sambucus,Caprifoliaceae,Honeysuckle family,Perennial,"Tree, Shrub",../factsheet/pdf/fs_sanic4.pdf,../plantguide/pdf/cs_sanic4.pdf,Yes,,Spring and Summer,None,No,No,White,Yes,Green,Dense,Blue,Yes,7,No,No,Moderate,None,Erect,None,Medium,Medium,Medium,5,8.9,None,Intolerant,Summer,Yes,No,No,,No,No,No,No,No
Sambucus caerulea var. mexicana,,Sambucus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sambucus canadensis,,Sambucus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sambucus canadensis var. laciniata,,Sambucus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sambucus canadensis var. submollis,,Sambucus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sambucus cerulea var. mexicana,,Sambucus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sambucus mexicana,,Sambucus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sambucus orbiculata,,Sambucus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sambucus simpsonii,,Sambucus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samolus,brookweed,Samolus,Primulaceae,Primrose family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samolus valerandi,seaside brookweed,Samolus,Primulaceae,Primrose family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samolus valerandi ssp. parviflorus,seaside brookweed,Samolus,Primulaceae,Primrose family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samolus floribundus,,Samolus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samolus parviflorus,,Samolus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanicula,sanicle,Sanicula,Apiaceae,Carrot family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanicula arguta,sharptooth blacksnakeroot,Sanicula,Apiaceae,Carrot family,Biennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanicula simulans,,Sanicula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanicula bipinnata,poison sanicle,Sanicula,Apiaceae,Carrot family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanicula bipinnatifida,purple sanicle,Sanicula,Apiaceae,Carrot family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanicula bipinnatifida var. flava,,Sanicula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanicula crassicaulis,Pacific blacksnakeroot,Sanicula,Apiaceae,Carrot family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanicula graveolens,northern sanicle,Sanicula,Apiaceae,Carrot family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanicula graveolens var. septentrionalis,,Sanicula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanicula nevadensis,,Sanicula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanicula nevadensis var. septentrionalis,,Sanicula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanicula septentrionalis,,Sanicula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanicula tuberosa,turkey pea,Sanicula,Apiaceae,Carrot family,Biennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saxifraga,saxifrage,Saxifraga,Saxifragaceae,Saxifrage family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saxifraga californica,California saxifrage,Saxifraga,Saxifragaceae,Saxifrage family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micranthes californica,,Micranthes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saxifraga fallax,,Saxifraga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saxifraga gracillima,,Saxifraga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saxifraga hallii,,Saxifraga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saxifraga napensis,,Saxifraga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saxifraga parvifolia,,Saxifraga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saxifraga virginiensis var. californica,,Saxifraga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schinus,peppertree,Schinus,Anacardiaceae,Sumac family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schinus molle,Peruvian peppertree,Schinus,Anacardiaceae,Sumac family,Perennial,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schismus,Mediterranean grass,Schismus,Poaceae,Grass family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schismus barbatus,common Mediterranean grass,Schismus,Poaceae,Grass family,Annual,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festuca barbata,,Festuca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schismus calycinus,,Schismus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schoenoplectus,bulrush,Schoenoplectus,Cyperaceae,Sedge family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schoenoplectus acutus,hardstem bulrush,Schoenoplectus,Cyperaceae,Sedge family,Perennial,Graminoid,,../plantguide/pdf/pg_scac3.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schoenoplectus acutus var. occidentalis,tule,Schoenoplectus,Cyperaceae,Sedge family,Perennial,Graminoid,,../plantguide/pdf/cs_scaco2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schoenoplectus rubiginosus,,Schoenoplectus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scirpus acutus var. occidentalis,,Scirpus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scirpus occidentalis,,Scirpus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scirpus rubiginosus,,Scirpus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schoenoplectus americanus,chairmaker's bulrush,Schoenoplectus,Cyperaceae,Sedge family,Perennial,Graminoid,,../plantguide/pdf/cs_scam6.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scirpus americanus,,Scirpus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scirpus chilensis,,Scirpus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scirpus conglomeratus,,Scirpus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scirpus olneyi,,Scirpus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scirpus pungens var. longisetus,,Scirpus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schoenoplectus californicus,California bulrush,Schoenoplectus,Cyperaceae,Sedge family,Perennial,Graminoid,../factsheet/pdf/fs_scca11.pdf,../plantguide/pdf/cs_scca11.pdf,Yes,,Summer,None,No,No,Brown,No,Yellow-Green,Dense,Brown,No,6.6,No,No,Long,None,Erect,None,Low,Medium,High,5,9,Low,Intolerant,Fall,No,No,No,,No,No,No,No,No
Scirpus californicus,,Scirpus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scirpus californicus var. tereticulmis,,Scirpus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schoenoplectus tabernaemontani,softstem bulrush,Schoenoplectus,Cyperaceae,Sedge family,Perennial,Graminoid,,../plantguide/pdf/cs_scta2.pdf,Yes,,"Spring, Summer, Fall",None,No,No,Red,No,Green,Dense,Green,No,9,No,No,Long,None,Erect,None,None,Low,High,5.4,7.5,Low,Intolerant,Summer,No,No,No,,No,No,No,No,No
Schoenoplectus lacustris ssp. creber,,Schoenoplectus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schoenoplectus lacustris ssp. tabernaemontani,,Schoenoplectus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schoenoplectus lacustris ssp. validus,,Schoenoplectus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schoenoplectus validus,,Schoenoplectus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schoenoplectus validus ssp. creber,,Schoenoplectus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schoenoplectus validus ssp. luxurians,,Schoenoplectus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scirpus lacustris ssp. creber,,Scirpus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scirpus lacustris ssp. glaucus,,Scirpus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scirpus lacustris ssp. tabernaemontani,,Scirpus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scirpus lacustris ssp. validus,,Scirpus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scirpus tabernaemontani,,Scirpus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scirpus validus,,Scirpus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scirpus validus var. creber,,Scirpus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scrophularia,figwort,Scrophularia,Scrophulariaceae,Figwort family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scrophularia californica,California figwort,Scrophularia,Scrophulariaceae,Figwort family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scrophularia californica ssp. californica,California figwort,Scrophularia,Scrophulariaceae,Figwort family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scrophularia nodosa var. californica,,Scrophularia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scrophularia californica ssp. floribunda,California figwort,Scrophularia,Scrophulariaceae,Figwort family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scrophularia californica var. floribunda,,Scrophularia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scrophularia californica var. laciniata,,Scrophularia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scrophularia floribunda,,Scrophularia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scrophularia multiflora,,Scrophularia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scutellaria,skullcap,Scutellaria,Lamiaceae,Mint family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scutellaria tuberosa,Danny's skullcap,Scutellaria,Lamiaceae,Mint family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scutellaria tuberosa ssp. australis,,Scutellaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scutellaria tuberosa ssp. similis,,Scutellaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scutellaria tuberosa var. similis,,Scutellaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Secale,rye,Secale,Poaceae,Grass family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Secale cereale,cereal rye,Secale,Poaceae,Grass family,Annual,Graminoid,../factsheet/pdf/fs_sece.pdf,../plantguide/pdf/pg_sece.pdf,Yes,,"Spring, Summer, Fall",None,No,No,Yellow,No,Green,Moderate,Brown,No,3.5,Yes,No,,None,Erect,None,Medium,Medium,High,4.5,8.2,Medium,Intolerant,Summer,No,No,Yes,,No,No,No,No,No
Secale cereale,cereal rye,Secale,Poaceae,Grass family,Annual,Graminoid,../factsheet/pdf/fs_sece.pdf,../plantguide/pdf/pg_sece.pdf,Yes,Aroostook,"Spring, Summer, Fall",None,No,No,Yellow,No,Green,Moderate,Brown,No,3.5,Yes,No,,None,Erect,None,Medium,Medium,High,5.2,7.5,Medium,Intolerant,Summer,No,No,Yes,,No,No,No,No,No
Secale montanum,,Secale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Secale strictum,,Secale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triticum cereale,,Triticum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selaginella,spikemoss,Selaginella,Selaginellaceae,Spike-moss family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selaginella asprella,bluish spikemoss,Selaginella,Selaginellaceae,Spike-moss family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selaginella bigelovii,bushy spikemoss,Selaginella,Selaginellaceae,Spike-moss family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senecio,ragwort,Senecio,Asteraceae,Aster family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senecio aphanactis,chaparral ragwort,Senecio,Asteraceae,Aster family,Annual,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senecio californicus,California ragwort,Senecio,Asteraceae,Aster family,Annual,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senecio flaccidus,threadleaf ragwort,Senecio,Asteraceae,Aster family,Perennial,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senecio flaccidus var. douglasii,Douglas' ragwort,Senecio,Asteraceae,Aster family,Perennial,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senecio douglasii,,Senecio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senecio douglasii var. tularensis,,Senecio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senecio linearifolius,Fireweed groundsel,Senecio,Asteraceae,Aster family,Perennial,Subshrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senecio linearifolius var. linearifolius,Fireweed groundsel,Senecio,Asteraceae,Aster family,Perennial,Subshrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senecio vulgaris,old-man-in-the-Spring,Senecio,Asteraceae,Aster family,"Annual, Biennial",Forb/herb,,,Yes,,Spring and Summer,None,No,No,Yellow,No,Green,Moderate,Brown,No,1.5,No,No,,None,Erect,Slight,Medium,Medium,Medium,5,8.5,None,Intolerant,Summer,No,No,No,,No,No,No,No,No
Senna,senna,Senna,Fabaceae,Pea family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senna artemisioides,silver senna,Senna,Fabaceae,Pea family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cassia artemisioides,,Cassia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sesuvium,seapurslane,Sesuvium,Aizoaceae,Fig-marigold family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sesuvium verrucosum,verrucose seapurslane,Sesuvium,Aizoaceae,Fig-marigold family,"Annual, Perennial",Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sesuvium erectum,,Sesuvium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setaria,bristlegrass,Setaria,Poaceae,Grass family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setaria faberi,Japanese bristlegrass,Setaria,Poaceae,Grass family,Annual,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setaria parviflora,marsh bristlegrass,Setaria,Poaceae,Grass family,Perennial,Graminoid,../factsheet/pdf/fs_sepa10.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chaetochloa geniculata,,Chaetochloa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chaetochloa imberbis,,Chaetochloa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panicum geniculatum,,Panicum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setaria geniculata,,Setaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setaria gracilis,,Setaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setaria sphacelata,African bristlegrass,Setaria,Poaceae,Grass family,Perennial,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setaria verticillata,hooked bristlegrass,Setaria,Poaceae,Grass family,Annual,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chaetochloa verticillata,,Chaetochloa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panicum verticillatum,,Panicum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setaria carnei,,Setaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sidalcea,checkerbloom,Sidalcea,Malvaceae,Mallow family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sidalcea neomexicana,salt spring checkerbloom,Sidalcea,Malvaceae,Mallow family,Perennial,"Subshrub, Forb/herb",,,Yes,,Spring and Summer,None,No,No,Purple,Yes,Green,Porous,Brown,No,2.5,No,No,Moderate,None,Erect,None,Low,Medium,High,6.2,7.8,None,Tolerant,Summer,No,No,No,,No,No,No,No,No
Sidalcea neomexicana ssp. thurberi,Thurber's checkerbloom,Sidalcea,Malvaceae,Mallow family,Perennial,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sidalcea neomexicana var. parviflora,,Sidalcea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silene,catchfly,Silene,Caryophyllaceae,Pink family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silene antirrhina,sleepy silene,Silene,Caryophyllaceae,Pink family,Annual,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silene antirrhina var. confinis,,Silene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silene antirrhina var. depauperata,,Silene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silene antirrhina var. divaricata,,Silene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silene antirrhina var. laevigata,,Silene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silene antirrhina var. subglaber,,Silene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silene antirrhina var. vaccarifolia,,Silene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silene gallica,common catchfly,Silene,Caryophyllaceae,Pink family,"Annual, Biennial",Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silene anglica,,Silene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silene laciniata,cardinal catchfly,Silene,Caryophyllaceae,Pink family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silene laciniata ssp. major,cardinal catchfly,Silene,Caryophyllaceae,Pink family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silene verecunda,San Francisco campion,Silene,Caryophyllaceae,Pink family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silene verecunda ssp. platyota,San Francisco campion,Silene,Caryophyllaceae,Pink family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silene vulgaris,maidenstears,Silene,Caryophyllaceae,Pink family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oberna commutata,,Oberna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silene cucubalus,,Silene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silene inflata,,Silene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silene latifolia,,Silene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silybum,milkthistle,Silybum,Asteraceae,Aster family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silybum marianum,blessed milkthistle,Silybum,Asteraceae,Aster family,"Annual, Biennial",Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carduus marianus,,Carduus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariana mariana,,Mariana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinapis,mustard,Sinapis,Brassicaceae,Mustard family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinapis arvensis,charlock mustard,Sinapis,Brassicaceae,Mustard family,Annual,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinapis arvensis ssp. arvensis,wild mustard,Sinapis,Brassicaceae,Mustard family,Annual,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brassica arvensis,,Brassica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brassica kaber,,Brassica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brassica kaber var. pinnatifida,,Brassica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brassica kaber var. schkuhriana,,Brassica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinapis arvensis var. orientalis,,Sinapis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinapis arvensis var. schkuhriana,,Sinapis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sisymbrium,hedgemustard,Sisymbrium,Brassicaceae,Mustard family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sisymbrium altissimum,tall tumblemustard,Sisymbrium,Brassicaceae,Mustard family,"Annual, Biennial",Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norta altissima,,Norta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sisymbrium irio,London rocket,Sisymbrium,Brassicaceae,Mustard family,Annual,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norta irio,,Norta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sisymbrium orientale,Indian hedgemustard,Sisymbrium,Brassicaceae,Mustard family,Annual,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
